"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12,7,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12,6,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Seated Palms Up Wrist Curl",0,"",0,"normal",9,9,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Seated Palms Up Wrist Curl",0,"",1,"normal",9,9,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Seated Palms Up Wrist Curl",0,"",2,"normal",9,7,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Triceps Extension (Dumbbell)",0,"",0,"normal",18,20,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Triceps Extension (Dumbbell)",0,"",1,"normal",18,19,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Triceps Extension (Dumbbell)",0,"",2,"normal",18,18,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Preacher Curl (Dumbbell)",,"",0,"normal",12,7,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Preacher Curl (Dumbbell)",,"",1,"normal",12,6,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Preacher Curl (Dumbbell)",,"",2,"normal",12,6,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Triceps Pushdown",,"",0,"normal",42.5,10,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Triceps Pushdown",,"",1,"normal",42.5,10,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Triceps Pushdown",,"",2,"dropset",42.5,12,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Triceps Pushdown",,"",3,"dropset",35,8,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Triceps Pushdown",,"",4,"dropset",30,6,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Triceps Pushdown",,"",5,"dropset",20,7,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Cross Body Hammer Curl",,"",0,"normal",14,6,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Cross Body Hammer Curl",,"",1,"normal",14,5,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Cross Body Hammer Curl",,"",2,"normal",12,8,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Seated Calf Raise",,"",0,"normal",45,10,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Seated Calf Raise",,"",1,"normal",45,7,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Torso Rotation",,"",0,"normal",25,15,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Torso Rotation",,"",1,"normal",25,14,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Incline Bench Press (Dumbbell)",,"",0,"normal",34,6,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Incline Bench Press (Dumbbell)",,"",1,"normal",34,4,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Incline Bench Press (Dumbbell)",,"",2,"normal",34,3,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Shoulder Press (Dumbbell)",,"",0,"normal",28,4,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Shoulder Press (Dumbbell)",,"",1,"normal",28,4,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Shoulder Press (Dumbbell)",,"",2,"normal",28,4,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Lateral Raise (Dumbbell)",,"",0,"normal",12,10,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Lateral Raise (Dumbbell)",,"",1,"normal",12,7,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Lateral Raise (Dumbbell)",,"",2,"normal",10,11,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Lateral Raise (Dumbbell)",,"",3,"normal",10,8,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Lateral Raise (Dumbbell)",,"",4,"normal",8,8,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Incline Bench Press (Smith Machine)",,"",0,"normal",80,6,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Incline Bench Press (Smith Machine)",,"",1,"normal",75,7,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Incline Bench Press (Smith Machine)",,"",2,"normal",75,6,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Cable Fly Crossovers",,"",0,"normal",27.5,7,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Cable Fly Crossovers",,"",1,"normal",25,10,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Cable Fly Crossovers",,"",2,"normal",25,8,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Seated Overhead Press (Smith Machine)",,"",0,"normal",60,7,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Seated Overhead Press (Smith Machine)",,"",1,"normal",60,6,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Seated Overhead Press (Smith Machine)",,"",2,"normal",60,6,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Leg Raise Parallel Bars",,"",0,"normal",,11,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Leg Raise Parallel Bars",,"",1,"normal",,12,,,
"Day 9: Push","27 Feb 2024, 06:09","27 Feb 2024, 07:47","","Leg Raise Parallel Bars",,"",2,"normal",,10,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Incline Bench Press (Dumbbell)",,"",0,"normal",34,5,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Incline Bench Press (Dumbbell)",,"",1,"normal",34,3,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Incline Bench Press (Dumbbell)",,"",2,"normal",32,5,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Shoulder Press (Dumbbell)",,"",0,"normal",28,3,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Shoulder Press (Dumbbell)",,"",1,"normal",26,5,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Shoulder Press (Dumbbell)",,"",2,"normal",25,4,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Incline Bench Press (Smith Machine)",,"",0,"normal",70,8,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Incline Bench Press (Smith Machine)",,"",1,"normal",70,8,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Incline Bench Press (Smith Machine)",,"",2,"normal",70,8,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Lateral Raise (Dumbbell)",,"",0,"normal",12,8,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Lateral Raise (Dumbbell)",,"",1,"normal",10,12,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Lateral Raise (Dumbbell)",,"",2,"normal",10,8,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Lateral Raise (Dumbbell)",,"",3,"normal",8,8,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Cable Fly Crossovers",,"",0,"normal",27.5,9,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Cable Fly Crossovers",,"",1,"normal",27.5,7,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Cable Fly Crossovers",,"",2,"normal",25,9,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Cable Fly Crossovers",,"",3,"normal",20,10,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Seated Overhead Press (Smith Machine)",,"",0,"normal",60,8,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Seated Overhead Press (Smith Machine)",,"",1,"normal",50,7,,,
"Day 8: Push","21 Feb 2024, 06:04","21 Feb 2024, 07:43","","Seated Overhead Press (Smith Machine)",,"",2,"normal",50,6,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12,9,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12,7,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12,7,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Seated Palms Up Wrist Curl",0,"",0,"normal",8,13,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Seated Palms Up Wrist Curl",0,"",1,"normal",8,13,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Seated Palms Up Wrist Curl",0,"",2,"normal",8,13,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Triceps Extension (Dumbbell)",0,"",0,"normal",18,20,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Triceps Extension (Dumbbell)",0,"",1,"normal",18,20,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Triceps Extension (Dumbbell)",0,"",2,"normal",18,20,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Forearm Dumbell Curl",,"",0,"normal",10,20,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Forearm Dumbell Curl",,"",1,"normal",10,18,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Forearm Dumbell Curl",,"",2,"normal",10,14,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Preacher Curl (Dumbbell)",,"",0,"normal",12,6,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Preacher Curl (Dumbbell)",,"",1,"normal",12,6,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Preacher Curl (Dumbbell)",,"",2,"normal",12,5,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Triceps Pushdown",,"",0,"normal",45,12,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Triceps Pushdown",,"",1,"normal",45,8,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Triceps Pushdown",,"",2,"normal",40,8,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Triceps Pushdown",,"",3,"normal",40,9,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Triceps Pushdown",,"",4,"normal",30,8,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Triceps Pushdown",,"",5,"normal",20,8,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Seated Calf Raise",,"",0,"normal",45,10,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Seated Calf Raise",,"",1,"normal",45,9,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Cross Body Hammer Curl",,"",0,"normal",14,5,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Cross Body Hammer Curl",,"",1,"normal",12,6,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Cross Body Hammer Curl",,"",2,"normal",10,7,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Leg Extension (Machine)",,"",0,"normal",80,15,,,
"Day 7: Arms","19 Feb 2024, 07:16","19 Feb 2024, 09:13","","Leg Extension (Machine)",,"",1,"normal",80,11,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Pull Up",,"",0,"normal",,9,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Pull Up",,"",1,"normal",,5,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Seated Row (Machine)",,"",0,"normal",90,12,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Seated Row (Machine)",,"",1,"normal",90,10,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Seated Row (Machine)",,"",2,"normal",90,9,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Face Pull",,"",0,"normal",45,10,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Face Pull",,"",1,"normal",45,9,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Face Pull",,"",2,"normal",45,8,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Leg Raise Parallel Bars",,"",0,"normal",,13,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Leg Raise Parallel Bars",,"",1,"normal",,9,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Leg Raise Parallel Bars",,"",2,"normal",,7,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Seated Cable Row - Bar Grip",,"",0,"normal",60,12,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Seated Cable Row - Bar Grip",,"",1,"normal",60,8,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Seated Cable Row - Bar Grip",,"",2,"normal",60,7,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Lat Pulldown (Machine)",,"",0,"normal",50,8,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Lat Pulldown (Machine)",,"",1,"normal",50,7,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Lat Pulldown (Machine)",,"",2,"normal",50,7,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Dumbell Skiers",,"",0,"normal",12,12,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Dumbell Skiers",,"",1,"normal",10,12,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Dumbell Skiers",,"",2,"normal",10,8,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Shrug (Dumbbell)",,"",0,"normal",34,10,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Shrug (Dumbbell)",,"",1,"normal",34,12,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Shrug (Dumbbell)",,"",2,"normal",34,10,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Lying Leg Curl (Machine)",,"",0,"normal",55,9,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Lying Leg Curl (Machine)",,"",1,"normal",55,6,,,
"Day 6: Pull","18 Feb 2024, 12:22","18 Feb 2024, 14:12","","Lying Leg Curl (Machine)",,"",2,"normal",50,6,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Incline Bench Press (Dumbbell)",,"",0,"normal",32,7,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Incline Bench Press (Dumbbell)",,"",1,"normal",32,4,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Incline Bench Press (Dumbbell)",,"",2,"normal",32,4,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Shoulder Press (Dumbbell)",,"",0,"normal",28,4,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Shoulder Press (Dumbbell)",,"",1,"normal",26,5,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Shoulder Press (Dumbbell)",,"",2,"normal",26,6,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Bench Press (Barbell)",,"",0,"normal",80,2,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Bench Press (Barbell)",,"",1,"normal",70,5,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Bench Press (Barbell)",,"",2,"normal",70,5,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Lateral Raise (Dumbbell)",,"",0,"normal",12,7,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Lateral Raise (Dumbbell)",,"",1,"normal",12,6,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Lateral Raise (Dumbbell)",,"",2,"normal",10,9,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Lateral Raise (Dumbbell)",,"",3,"normal",10,6,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Lateral Raise (Dumbbell)",,"",4,"normal",8,7,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Lateral Raise (Dumbbell)",,"",5,"normal",6,7,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Cable Fly Crossovers",,"",0,"normal",27.5,8,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Cable Fly Crossovers",,"",1,"normal",27.5,8,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Cable Fly Crossovers",,"",2,"normal",25,7,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Cable Fly Crossovers",,"",3,"normal",22.5,8,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Shoulder Press (Machine Plates)",,"",0,"normal",50,5,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Shoulder Press (Machine Plates)",,"",1,"normal",50,3,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Torso Rotation",,"",0,"normal",25,10,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Torso Rotation",,"",1,"normal",25,10,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Torso Rotation",,"",2,"normal",25,10,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Torso Rotation",,"",3,"normal",25,7,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Leg Extension (Machine)",,"",0,"normal",75,20,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Leg Extension (Machine)",,"",1,"normal",75,12,,,
"Day 5: Push","17 Feb 2024, 10:38","17 Feb 2024, 12:32","","Leg Extension (Machine)",,"",2,"normal",75,10,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12,9,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12,6,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12,6,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Seated Palms Up Wrist Curl",,"",0,"normal",8,14,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Seated Palms Up Wrist Curl",,"",1,"normal",8,14,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Seated Palms Up Wrist Curl",,"",2,"normal",8,11,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Triceps Extension (Dumbbell)",,"",0,"normal",18,15,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Triceps Extension (Dumbbell)",,"",1,"normal",18,18,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Triceps Extension (Dumbbell)",,"",2,"normal",18,16,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Preacher Curl (Dumbbell)",,"",0,"normal",12,7,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Preacher Curl (Dumbbell)",,"",1,"normal",12,5,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Preacher Curl (Dumbbell)",,"",2,"normal",10,8,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Triceps Pushdown",,"",0,"normal",45,12,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Triceps Pushdown",,"",1,"normal",50,7,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Triceps Pushdown",,"",2,"normal",45,7,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Forearm Dumbell Curl",,"",0,"normal",10,14,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Forearm Dumbell Curl",,"",1,"normal",10,15,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Forearm Dumbell Curl",,"",2,"normal",10,16,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Hammer Curl (Dumbbell)",,"",0,"normal",14,5,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Hammer Curl (Dumbbell)",,"",1,"normal",12,8,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Hammer Curl (Dumbbell)",,"",2,"normal",12,6,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Knee Raise Parallel Bars",,"",0,"normal",,15,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Knee Raise Parallel Bars",,"",1,"normal",,9,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Knee Raise Parallel Bars",,"",2,"normal",,8,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Leg Press Horizontal (Machine)",,"",0,"normal",120,18,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Leg Press Horizontal (Machine)",,"",1,"normal",120,8,,,
"Day 4: Arms","10 Feb 2024, 19:57","10 Feb 2024, 21:34","","Leg Press Horizontal (Machine)",,"",2,"normal",120,6,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Pull Up",,"",0,"normal",,10,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Pull Up",,"",1,"normal",,4,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Seated Row (Machine)",,"",0,"normal",85,12,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Seated Row (Machine)",,"",1,"normal",85,10,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Seated Row (Machine)",,"",2,"normal",85,10,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Face Pull",,"",0,"normal",42.5,10,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Face Pull",,"",1,"normal",42.5,9,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Face Pull",,"",2,"normal",42.5,12,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Leg Extension (Machine)",,"",0,"normal",75,15,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Leg Extension (Machine)",,"",1,"normal",75,11,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Leg Extension (Machine)",,"",2,"normal",75,7,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Dumbell Skiers",,"",0,"normal",10,15,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Dumbell Skiers",,"",1,"normal",10,13,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Dumbell Skiers",,"",2,"normal",10,13,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Shrug (Dumbbell)",,"",0,"normal",32,12,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Shrug (Dumbbell)",,"",1,"normal",32,10,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Seated Cable Row - Bar Grip",,"",0,"normal",60,10,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Seated Cable Row - Bar Grip",,"",1,"normal",60,6,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Seated Cable Row - Bar Grip",,"",2,"normal",55,8,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Lat Pulldown (Machine)",,"",0,"normal",50,8,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Lat Pulldown (Machine)",,"",1,"normal",45,6,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Lat Pulldown (Machine)",,"",2,"normal",40,6,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Seated Calf Raise",,"",0,"normal",40,10,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Seated Calf Raise",,"",1,"normal",40,10,,,
"Day 3: Pull","9 Feb 2024, 21:17","9 Feb 2024, 22:57","","Seated Calf Raise",,"",2,"normal",40,10,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Incline Bench Press (Dumbbell)",,"",0,"normal",32,6,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Incline Bench Press (Dumbbell)",,"",1,"normal",32,5,,,
