"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Seated Overhead Press (Smith Machine)",,"",0,"normal",65,9,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Seated Overhead Press (Smith Machine)",,"",1,"normal",60,9,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Seated Overhead Press (Smith Machine)",,"",2,"normal",60,7,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Cable Fly Crossovers",,"",0,"normal",27.5,8,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Cable Fly Crossovers",,"",1,"normal",25,10,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Cable Fly Crossovers",,"",2,"normal",25,13,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Lateral Raise (Cable)",,"",0,"normal",10,10,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Lateral Raise (Cable)",,"",1,"normal",10,9,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Lateral Raise (Cable)",,"",2,"normal",10,9,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Cable Crunch",,"",0,"normal",70,15,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Cable Crunch",,"",1,"normal",70,10,,,
"Day 29: Push","16 Apr 2024, 06:31","16 Apr 2024, 07:56","","Cable Crunch",,"",2,"normal",60,20,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Bicep Curl (Barbell)",,"",0,"normal",30,9,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Bicep Curl (Barbell)",,"",1,"normal",30,7,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Bicep Curl (Barbell)",,"",2,"normal",30,5,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Seated Palms Up Wrist Curl",,"",0,"normal",12,10,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Seated Palms Up Wrist Curl",,"",1,"normal",12,8,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Seated Palms Up Wrist Curl",,"",2,"normal",10,14,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Triceps Extension (Dumbbell)",,"",0,"normal",24,8,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Triceps Extension (Dumbbell)",,"",1,"normal",24,9,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Triceps Extension (Dumbbell)",,"",2,"normal",24,10,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Preacher Curl (Dumbbell)",,"",0,"normal",14,5,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Preacher Curl (Dumbbell)",,"",1,"normal",14,5,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Preacher Curl (Dumbbell)",,"",2,"normal",12,9,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Triceps Pushdown",,"",0,"normal",45,5,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Triceps Pushdown",,"",1,"normal",40,14,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Triceps Pushdown",,"",2,"normal",40,12,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Cable Crunch",,"",0,"normal",70,14,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Cable Crunch",,"",1,"normal",70,12,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Cable Crunch",,"",2,"normal",70,10,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Hammer Curl (Dumbbell)",,"",0,"normal",16,7,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Hammer Curl (Dumbbell)",,"",1,"normal",14,7,,,
"Day 28: Arms","12 Apr 2024, 07:42","12 Apr 2024, 09:25","","Hammer Curl (Dumbbell)",,"",2,"normal",14,7,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Bent Over Row (Barbell)",,"",0,"normal",60,16,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Bent Over Row (Barbell)",,"",1,"normal",60,10,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Bent Over Row (Barbell)",,"",2,"normal",60,7,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Seated Row (Machine)",,"",0,"normal",120,10,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Seated Row (Machine)",,"",1,"normal",120,9,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Seated Row (Machine)",,"",2,"normal",120,7,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Face Pull",,"",0,"normal",50,12,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Face Pull",,"",1,"normal",55,8,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Face Pull",,"",2,"normal",55,7,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Incline Dumbell Shrug",,"",0,"normal",20,20,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Incline Dumbell Shrug",,"",1,"normal",24,20,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Incline Dumbell Shrug",,"",2,"normal",24,20,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Lat Pulldown (Machine)",,"",0,"normal",65,8,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Lat Pulldown (Machine)",,"",1,"normal",65,6,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Lat Pulldown (Machine)",,"",2,"normal",65,6,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Torso Rotation",,"",0,"normal",25,10,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Torso Rotation",,"",1,"normal",25,7,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Torso Rotation",,"",2,"normal",25,8,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",20,8,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",20,8,,,
"Day 27: Pull","10 Apr 2024, 06:27","10 Apr 2024, 07:53","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",20,8,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Incline Bench Press (Dumbbell)",,"",0,"normal",34,5,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Incline Bench Press (Dumbbell)",,"",1,"normal",34,4,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Incline Bench Press (Dumbbell)",,"",2,"normal",34,3,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Shoulder Press (Dumbbell)",,"",0,"normal",26,5,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Shoulder Press (Dumbbell)",,"",1,"normal",26,7,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Incline Bench Press (Smith Machine)",,"",0,"normal",80,7,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Incline Bench Press (Smith Machine)",,"",1,"normal",80,6,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Incline Bench Press (Smith Machine)",,"",2,"normal",80,4,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Seated Overhead Press (Smith Machine)",,"",0,"normal",60,9,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Seated Overhead Press (Smith Machine)",,"",1,"normal",60,9,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Lateral Raise (Cable)",,"",0,"normal",12.5,7,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Lateral Raise (Cable)",,"",1,"normal",10,10,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Lateral Raise (Cable)",,"",2,"normal",10,10,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Cable Fly Crossovers",,"",0,"normal",30,7,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Cable Fly Crossovers",,"",1,"normal",25,9,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Cable Fly Crossovers",,"",2,"normal",25,10,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Cable Crunch",,"",0,"normal",70,16,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Cable Crunch",,"",1,"normal",70,10,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Cable Crunch",,"",2,"normal",65,9,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Triceps Pushdown",,"",0,"normal",40,9,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Triceps Pushdown",,"",1,"normal",40,7,,,
"Day 26: Push","9 Apr 2024, 06:14","9 Apr 2024, 07:36","","Triceps Pushdown",,"",2,"normal",40,7,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Bent Over Row (Barbell)",,"",0,"normal",60,10,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Bent Over Row (Barbell)",,"",1,"normal",60,12,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Bent Over Row (Barbell)",,"",2,"normal",60,8,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Seated Row (Machine)",,"",0,"normal",110,8,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Seated Row (Machine)",,"",1,"normal",110,11,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Seated Row (Machine)",,"",2,"normal",110,10,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Face Pull",,"",0,"normal",55,9,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Face Pull",,"",1,"normal",55,9,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Face Pull",,"",2,"normal",50,11,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Cable Crunch",,"",0,"normal",70,13,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Cable Crunch",,"",1,"normal",70,8,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Cable Crunch",,"",2,"normal",65,8,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Leg Extension (Machine)",,"",0,"normal",80,16,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Leg Extension (Machine)",,"",1,"normal",80,13,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Leg Extension (Machine)",,"",2,"normal",70,7,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Lat Pulldown (Machine)",,"",0,"normal",60,9,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Lat Pulldown (Machine)",,"",1,"normal",60,7,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Shrug (Dumbbell)",,"",0,"normal",34,12,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Incline Dumbell Shrug",,"",0,"normal",18,16,,,
"Day 25: Pull","5 Apr 2024, 07:53","5 Apr 2024, 09:28","","Incline Dumbell Shrug",,"",1,"normal",18,26,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Bench Press (Barbell)",,"",0,"normal",80,8,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Bench Press (Barbell)",,"",1,"normal",80,6,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Bench Press (Barbell)",,"",2,"normal",80,3,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Shoulder Press (Dumbbell)",,"",0,"normal",28,4,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Shoulder Press (Dumbbell)",,"",1,"normal",26,5,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Shoulder Press (Dumbbell)",,"",2,"normal",26,5,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Incline Bench Press (Smith Machine)",,"",0,"normal",80,9,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Incline Bench Press (Smith Machine)",,"",1,"normal",80,7,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Incline Bench Press (Smith Machine)",,"",2,"normal",80,6,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Seated Overhead Press (Smith Machine)",,"",0,"normal",60,10,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Seated Overhead Press (Smith Machine)",,"",1,"normal",60,10,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Seated Overhead Press (Smith Machine)",,"",2,"normal",60,9,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Seated Calf Raise",,"",0,"normal",45,12,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Seated Calf Raise",,"",1,"normal",45,12,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Lateral Raise (Cable)",,"",0,"normal",12.5,7,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Lateral Raise (Cable)",,"",1,"normal",10,12,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Lateral Raise (Cable)",,"",2,"normal",10,7,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Cable Fly Crossovers",,"",0,"normal",30,8,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Cable Fly Crossovers",,"",1,"normal",30,7,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Cable Fly Crossovers",,"",2,"normal",27.5,8,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Cable Crunch",,"",0,"normal",65,12,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Cable Crunch",,"",1,"normal",70,10,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Cable Crunch",,"",2,"normal",70,8,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Triceps Pushdown",,"",0,"normal",40,8,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Triceps Pushdown",,"",1,"normal",35,7,,,
"Day 24: Push","3 Apr 2024, 09:01","3 Apr 2024, 10:50","","Triceps Pushdown",,"",2,"normal",30,8,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Treadmill Max Incline",,"",0,"normal",,,0.88,600,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Seated Row (Machine)",,"",0,"normal",120,9,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Seated Row (Machine)",,"",1,"normal",120,10,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Seated Row (Machine)",,"",2,"normal",120,10,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Face Pull",,"",0,"normal",50,11,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Face Pull",,"",1,"normal",50,10,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Face Pull",,"",2,"normal",50,11,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Bent Over Row (Barbell)",,"",0,"normal",60,10,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Bent Over Row (Barbell)",,"",1,"normal",60,7,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Bent Over Row (Barbell)",,"",2,"normal",50,13,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Cable Crunch",,"",0,"normal",50,15,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Cable Crunch",,"",1,"normal",55,12,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Cable Crunch",,"",2,"normal",60,18,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Cable Crunch",,"",3,"normal",60,11,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Bicep Curl (Barbell)",0,"",0,"normal",30,8,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Bicep Curl (Barbell)",0,"",1,"normal",30,6,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Bicep Curl (Barbell)",0,"",2,"normal",30,6,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Seated Palms Up Wrist Curl",0,"",0,"normal",10,10,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Seated Palms Up Wrist Curl",0,"",1,"normal",10,10,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Seated Palms Up Wrist Curl",0,"",2,"normal",10,10,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Shrug (Dumbbell)",,"",0,"normal",36,10,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Shrug (Dumbbell)",,"",1,"normal",36,10,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Shrug (Dumbbell)",,"",2,"normal",34,12,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Lat Pulldown (Machine)",,"",0,"normal",60,11,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Lat Pulldown (Machine)",,"",1,"normal",60,8,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Lat Pulldown (Machine)",,"",2,"normal",60,8,,,
"Day 23:  FBW","27 Mar 2024, 07:18","27 Mar 2024, 09:27","","Lying Neck Curls (Weighted)",,"",0,"normal",10,15,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Incline Bench Press (Dumbbell)",,"",0,"normal",34,7,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Incline Bench Press (Dumbbell)",,"",1,"normal",34,6,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Incline Bench Press (Dumbbell)",,"",2,"normal",34,2,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Shoulder Press (Dumbbell)",,"",0,"normal",28,6,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Shoulder Press (Dumbbell)",,"",1,"normal",28,5,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Shoulder Press (Dumbbell)",,"",2,"normal",28,5,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Incline Bench Press (Smith Machine)",,"",0,"normal",80,8,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Incline Bench Press (Smith Machine)",,"",1,"normal",80,7,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Incline Bench Press (Smith Machine)",,"",2,"normal",80,7,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Lateral Raise (Cable)",,"",0,"normal",12.5,8,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Lateral Raise (Cable)",,"",1,"normal",10,10,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Lateral Raise (Cable)",,"",2,"normal",10,8,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Cable Fly Crossovers",,"",0,"normal",30,10,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Cable Fly Crossovers",,"",1,"normal",30,8,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Cable Fly Crossovers",,"",2,"normal",30,8,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Leg Raise Parallel Bars",,"",0,"normal",,18,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Leg Raise Parallel Bars",,"",1,"normal",,11,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Shoulder Press (Machine Plates)",,"",0,"normal",50,8,,,
"Day 22: Push","26 Mar 2024, 06:16","26 Mar 2024, 07:48","","Shoulder Press (Machine Plates)",,"",1,"normal",50,7,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Bench Press (Barbell)",,"",0,"normal",80,7,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Bench Press (Barbell)",,"",1,"normal",80,6,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Bench Press (Barbell)",,"",2,"normal",80,3,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Seated Calf Raise",,"",0,"normal",45,20,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Seated Calf Raise",,"",1,"normal",45,13,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Seated Calf Raise",,"",2,"normal",45,13,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Squat (Smith Machine)",,"",0,"normal",80,10,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Squat (Smith Machine)",,"",1,"normal",80,8,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Squat (Smith Machine)",,"",2,"normal",80,7,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Lateral Raise (Cable)",,"",0,"normal",12.5,7,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Lateral Raise (Cable)",,"",1,"normal",10,9,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Lateral Raise (Cable)",,"",2,"normal",10,8,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Bicep Curl (Barbell)",0,"",0,"normal",30,7,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Bicep Curl (Barbell)",0,"",1,"normal",30,6,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Bicep Curl (Barbell)",0,"",2,"normal",30,5,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Seated Palms Up Wrist Curl",0,"",0,"normal",10,14,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Seated Palms Up Wrist Curl",0,"",1,"normal",10,12,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Seated Palms Up Wrist Curl",0,"",2,"normal",10,7,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Leg Raise Parallel Bars",,"",0,"normal",,17,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Leg Raise Parallel Bars",,"",1,"normal",,17,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Seated Incline Curl (Dumbbell)",,"",0,"normal",14,7,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Seated Incline Curl (Dumbbell)",,"",1,"normal",14,4,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,8,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Triceps Pushdown",,"",0,"normal",45,8,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Triceps Pushdown",,"",1,"normal",45,5,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Triceps Pushdown",,"",2,"normal",40,5,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Lying Leg Curl (Machine)",,"",0,"normal",60,10,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Lying Leg Curl (Machine)",,"",1,"normal",60,6,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Lying Leg Curl (Machine)",,"",2,"normal",50,7,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Lat Pulldown (Machine)",,"",0,"normal",65,7,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Leg Extension (Machine)",,"",0,"normal",80,13,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Leg Extension (Machine)",,"",1,"normal",80,10,,,
"Day 21: FBW","24 Mar 2024, 14:46","24 Mar 2024, 16:58","","Leg Extension (Machine)",,"",2,"normal",80,10,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Seated Row (Machine)",,"",0,"normal",100,14,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Seated Row (Machine)",,"",1,"normal",100,12,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Seated Row (Machine)",,"",2,"normal",100,11,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Face Pull",,"",0,"normal",45,11,,,
